exam_id,exam_kind,subject_code,exam_num,exam_question,exam_division,exam_choice1,exam_choice2,exam_choice3,exam_choice4,exam_choice5,exam_answer,exam_content,insert_date
371,202003,HIS,11,지도의 A~E에 대한 설명으로 옳은 것은?,1,A 하천의 하구에는 삼각주가 형성되어 있다,B 구간에서는 감입 곡류보다 자유 곡류가 우세하게 나타난다.,C 대간은 한강 유역과 낙동강 유역 간의 분수계를 이룬다,D 하천은 황해로 유입한다.,E 정맥은 영남 지방과 호남 지방 간의 경계를 이룬다.,3,"지도의 A는 한강, B는 한강의 상류 구간, C는 백두대간, D는 낙동강, 그 리고 E는 낙동정맥이다.",now()
372,202003,HIS,12,그래프의 (가)~(다) 지역을 지도의 A~C에서 고른 것은?,1,"A, B, C","A, C, B","B, A, C","B, C, A","C, A, B",2,"세 지역 중 아파트 호수가 가장 많은 (가)는 고양(A), 외국인 수가 가장 많 은 (나)는 안산(C), 중위 연령이 가장 높은 (다)는 양평(B)이다. ",now()
373,202003,HIS,13,"다음 자료의 A~C 지형에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A는 하루 종일 바닷물에 잠기는 곳이다. ㄴ. B는 최종 빙기에 해수면 하강으로 형성되었다. ㄷ. C는 바람의 퇴적 작용으로 형성된 모래 언덕이다. ㄹ. B, C는 파랑 에너지가 분산되는 해안에 잘 발달한다",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",5,"갯벌은 밀물 때에는 바닷물에 잠기고 썰물 때에는 물 위로 드러나는 지 형이다. 사빈은 하천 또는 주변 암석 해안으로부터 공급되어온 모래가 파랑이나 연안 류의 퇴적 작용으로 형성되며, 해안 사구는 주로 사빈의 모래가 바다로부터 불어오는 바람에 날려 퇴적된 모래 언덕이다. 그러므로 지도의 A는 갯벌, B는 사빈, C는 해안 사구이다. ",now()
374,202003,HIS,14,"다음 자료에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A의 여객 수송 분담률은 남한이 북한보다 높다. ㄴ. B, D는 C, E보다 기상 악화에 따른 운행 제약이 크다. ㄷ. 북한의 화물 수송 분담률은 (나)를 이용하는 교통수단보다 (가)를 이용하는 교통수단이 높다. ㄹ.(가)는 A, (나)는 B, (다)는 C가 이용하는 교통로이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",1,"남한의 화물 수송 분담률은 도로 > 해운 > 철도 > 항공 순이며, 여객 수 송 분담률은 도로 > 지하철 > 철도 > 항공 > 해운 순이다. 그러므로 왼쪽 그래프의 A는 도로, B는 해운 C는 철도, D는 항공, E는 지하철이다. 남한과 북한 모두 육상 교통인 도로, 지하철, 철도 중 교통로의 길이는 도로 > 철도 > 지하철 순으로 길다. 그러므로 오른쪽 그래프의 (가)는 도로, (나)는 철도, (다)는 지하철이 이용하는 교통로 이다.",now()
375,202003,HIS,15,다음은 도시 단원에 대한 한국 지리 수업 장면이다. 발표 내용이 옳지 않은 학생을 고른 것은? ,1,갑,을,병,정,무,2,"도시 내 기능 지역 분화는 도시 내부가 기능에 따라 여러 지역으로 나뉘 는 현상이다. 기능별 접근성, 지대의 차이에 따라 도시 내 기능 지역 분화가 일어난 다. 도시의 중심부에 위치해 있는 도심은 접근성, 지대 및 지가가 최고이기 때문에 중심 업무 기능이 입지해 있다.",now()
376,202003,HIS,16,"지도의 A~C 지점에서 이루어질 수 있는 행위로 적절하지 않은≥ 것은? (단, 모든 행위는 국가 간 사전 허가가 없었음을 전제로 함.)",1,A: 우리나라 자원 탐사서니 탐사 활동을 함,B: 외국 화물선이 항해함.,C: 우리나라 해군 함정이 항해함.,"A, C: 우리나라 어선이 고기잡이를 함.","B, C: 외국이 인공 섬을 설치함.",5,"지도의 A는 우리나라의 배타적 경제 수역, C는 우리나라의 영해에 위치 해 있다. 대한해협 중 부산과 쓰시마 섬 사이의 좁은 해역에서는 우리나라와 일본이 각각 영해의 범위를 3해리로 설정하고 있는데, B는 우리나라 영해와 일본 영해 밖에 위치해 있다.",now()
377,202003,HIS,17,지도의 A~E 지역 특성을 활용한 탐구 주제로 가장 적절한 것은?,1,A: 천연기념물로 지정된 석회 동굴을 활용한 지역 홍보 방안,B: 석탄 산업 쇠퇴 후 폐광의 관광 자원화 현황,C: 조력 발전소 건설 이후 해양 생태계의 변화,D: 국토 정중앙 테마 공원 조성을 통한 관광객 유치 방안,E: 기업 도시 조성 현황과 첨단 의료 복합 도시로의 성장 방안,5,"지도의 A는 춘천, B는 인제, C는 강릉, D는 태백, E는 원주이다.",now()
378,202003,HIS,18,지도의 A~C에 대한 설명으로 옳은 것은?,1,A에서는 하천의 작용으로 형성된 둥근 자갈이 발견된다,B는 지반 융기로 형성된 고위 평탄면이다.,C의 기반암은 중생대에 마그마의 관입으로 형성되었다.,A는 B보다 강의 범람에 의한 침수 가능성이 높다.,"B, C는 배수가 불량하다.",1,"지도의 A는 하안 단구, B는 하천 운반 물질이 퇴적되어 있는 습지, C는 돌리네이다. 하안 단구는 지반의 융기 또는 해수면 변동과 하천 침식을 받아 형성된 계단 모양의 지형이다. 돌리네는 석회암이 빗물이나 지하수에 녹아 형성된 움푹 파인 구덩이이다.",now()
379,202003,HIS,19,다음글의(가)~(다)지역에대한설명으로옳은것은? ,1,(가)에는 유동성이 큰 용암이 하곡을 메워 형성된 지형이 발달해 있다. ,(다)에는 칼데라 호가 형성되어 있다.,(나)는 (다)보다 용암 동굴이 잘 발달해 있다.,"(가), (나)에는 기반암의 용식으로 인한 지형이 잘 발달해 있다. ","(가), (나), (다)에서는 주로 논농사가 이루어진다. ",1,"(가)는 강원도에 있으며 벌레 먹은 듯한 검은 돌인 현무암이 분포해 있으 므로 철원 일대, (나)는 함경도 동남쪽의 동해에 있으며 섬에 큰 산이 솟아 있으므로 울릉도이다. 울릉도는 옛날에 우산국이라 불리기도 했다. (다)는 산 위에 큰 연못이 있으며, 이 산에는 말을 기르기 위한 목장이 있으므로 제주도이다. 산 위의 큰 연못 은 화구호인 백록담이며, 제주도는 옛날에 탐라국이라 불리기도 했다.",now()
380,202003,HIS,20,"그래프는 지도에 표시된 네 지역의 기후 자료이다. 이에 대한 설명으로 옳은 것은? (단, (가)~(라), A~D는 지도에 표시된 지역 중 하나임.) ",1,"(다)는 B, (라)는 A이다.",(가)는 (라)보다 연 적설량이 많다.,(다)는 (나)보다 여름 강수 집중률이 높다. ,A는 D보다 최한월 평균 기온이 낮다.,D는 C보다 최난월 평균 기온이 높다. ,5,"오른쪽 그 래프에서 연 강수량은 A > B > C > D 순이다. 그리고 여름 강수량은 B가 가장 많으 며, 겨울 강수량은 C가 가장 많고 그 다음으로 A가 많다.",now()
381,202004,HIS,1,지도의 A~E에 대한 설명으로 옳은 것은?,1,A 하천의 하구에는 삼각주가 형성되어 있다,B 구간에서는 감입 곡류보다 자유 곡류가 우세하게 나타난다.,C 대간은 한강 유역과 낙동강 유역 간의 분수계를 이룬다,D 하천은 황해로 유입한다.,E 정맥은 영남 지방과 호남 지방 간의 경계를 이룬다.,3,"지도의 A는 한강, B는 한강의 상류 구간, C는 백두대간, D는 낙동강, 그 리고 E는 낙동정맥이다.",now()
382,202004,HIS,2,그래프의 (가)~(다) 지역을 지도의 A~C에서 고른 것은?,1,"A, B, C","A, C, B","B, A, C","B, C, A","C, A, B",2,"세 지역 중 아파트 호수가 가장 많은 (가)는 고양(A), 외국인 수가 가장 많 은 (나)는 안산(C), 중위 연령이 가장 높은 (다)는 양평(B)이다. ",now()
383,202004,HIS,3,"다음 자료의 A~C 지형에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A는 하루 종일 바닷물에 잠기는 곳이다. ㄴ. B는 최종 빙기에 해수면 하강으로 형성되었다. ㄷ. C는 바람의 퇴적 작용으로 형성된 모래 언덕이다. ㄹ. B, C는 파랑 에너지가 분산되는 해안에 잘 발달한다",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",5,"갯벌은 밀물 때에는 바닷물에 잠기고 썰물 때에는 물 위로 드러나는 지 형이다. 사빈은 하천 또는 주변 암석 해안으로부터 공급되어온 모래가 파랑이나 연안 류의 퇴적 작용으로 형성되며, 해안 사구는 주로 사빈의 모래가 바다로부터 불어오는 바람에 날려 퇴적된 모래 언덕이다. 그러므로 지도의 A는 갯벌, B는 사빈, C는 해안 사구이다. ",now()
384,202004,HIS,4,"다음 자료에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A의 여객 수송 분담률은 남한이 북한보다 높다. ㄴ. B, D는 C, E보다 기상 악화에 따른 운행 제약이 크다. ㄷ. 북한의 화물 수송 분담률은 (나)를 이용하는 교통수단보다 (가)를 이용하는 교통수단이 높다. ㄹ.(가)는 A, (나)는 B, (다)는 C가 이용하는 교통로이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",1,"남한의 화물 수송 분담률은 도로 > 해운 > 철도 > 항공 순이며, 여객 수 송 분담률은 도로 > 지하철 > 철도 > 항공 > 해운 순이다. 그러므로 왼쪽 그래프의 A는 도로, B는 해운 C는 철도, D는 항공, E는 지하철이다. 남한과 북한 모두 육상 교통인 도로, 지하철, 철도 중 교통로의 길이는 도로 > 철도 > 지하철 순으로 길다. 그러므로 오른쪽 그래프의 (가)는 도로, (나)는 철도, (다)는 지하철이 이용하는 교통로 이다.",now()
385,202004,HIS,5,다음은 도시 단원에 대한 한국 지리 수업 장면이다. 발표 내용이 옳지 않은 학생을 고른 것은? ,1,갑,을,병,정,무,2,"도시 내 기능 지역 분화는 도시 내부가 기능에 따라 여러 지역으로 나뉘 는 현상이다. 기능별 접근성, 지대의 차이에 따라 도시 내 기능 지역 분화가 일어난 다. 도시의 중심부에 위치해 있는 도심은 접근성, 지대 및 지가가 최고이기 때문에 중심 업무 기능이 입지해 있다.",now()
386,202004,HIS,6,"지도의 A~C 지점에서 이루어질 수 있는 행위로 적절하지 않은≥ 것은? (단, 모든 행위는 국가 간 사전 허가가 없었음을 전제로 함.)",1,A: 우리나라 자원 탐사서니 탐사 활동을 함,B: 외국 화물선이 항해함.,C: 우리나라 해군 함정이 항해함.,"A, C: 우리나라 어선이 고기잡이를 함.","B, C: 외국이 인공 섬을 설치함.",5,"지도의 A는 우리나라의 배타적 경제 수역, C는 우리나라의 영해에 위치 해 있다. 대한해협 중 부산과 쓰시마 섬 사이의 좁은 해역에서는 우리나라와 일본이 각각 영해의 범위를 3해리로 설정하고 있는데, B는 우리나라 영해와 일본 영해 밖에 위치해 있다.",now()
387,202004,HIS,7,지도의 A~E 지역 특성을 활용한 탐구 주제로 가장 적절한 것은?,1,A: 천연기념물로 지정된 석회 동굴을 활용한 지역 홍보 방안,B: 석탄 산업 쇠퇴 후 폐광의 관광 자원화 현황,C: 조력 발전소 건설 이후 해양 생태계의 변화,D: 국토 정중앙 테마 공원 조성을 통한 관광객 유치 방안,E: 기업 도시 조성 현황과 첨단 의료 복합 도시로의 성장 방안,5,"지도의 A는 춘천, B는 인제, C는 강릉, D는 태백, E는 원주이다.",now()
388,202004,HIS,8,지도의 A~C에 대한 설명으로 옳은 것은?,1,A에서는 하천의 작용으로 형성된 둥근 자갈이 발견된다,B는 지반 융기로 형성된 고위 평탄면이다.,C의 기반암은 중생대에 마그마의 관입으로 형성되었다.,A는 B보다 강의 범람에 의한 침수 가능성이 높다.,"B, C는 배수가 불량하다.",1,"지도의 A는 하안 단구, B는 하천 운반 물질이 퇴적되어 있는 습지, C는 돌리네이다. 하안 단구는 지반의 융기 또는 해수면 변동과 하천 침식을 받아 형성된 계단 모양의 지형이다. 돌리네는 석회암이 빗물이나 지하수에 녹아 형성된 움푹 파인 구덩이이다.",now()
389,202004,HIS,9,다음글의(가)~(다)지역에대한설명으로옳은것은? ,1,(가)에는 유동성이 큰 용암이 하곡을 메워 형성된 지형이 발달해 있다. ,(다)에는 칼데라 호가 형성되어 있다.,(나)는 (다)보다 용암 동굴이 잘 발달해 있다.,"(가), (나)에는 기반암의 용식으로 인한 지형이 잘 발달해 있다. ","(가), (나), (다)에서는 주로 논농사가 이루어진다. ",1,"(가)는 강원도에 있으며 벌레 먹은 듯한 검은 돌인 현무암이 분포해 있으 므로 철원 일대, (나)는 함경도 동남쪽의 동해에 있으며 섬에 큰 산이 솟아 있으므로 울릉도이다. 울릉도는 옛날에 우산국이라 불리기도 했다. (다)는 산 위에 큰 연못이 있으며, 이 산에는 말을 기르기 위한 목장이 있으므로 제주도이다. 산 위의 큰 연못 은 화구호인 백록담이며, 제주도는 옛날에 탐라국이라 불리기도 했다.",now()
390,202004,HIS,10,"그래프는 지도에 표시된 네 지역의 기후 자료이다. 이에 대한 설명으로 옳은 것은? (단, (가)~(라), A~D는 지도에 표시된 지역 중 하나임.) ",1,"(다)는 B, (라)는 A이다.",(가)는 (라)보다 연 적설량이 많다.,(다)는 (나)보다 여름 강수 집중률이 높다. ,A는 D보다 최한월 평균 기온이 낮다.,D는 C보다 최난월 평균 기온이 높다. ,5,"오른쪽 그 래프에서 연 강수량은 A > B > C > D 순이다. 그리고 여름 강수량은 B가 가장 많으 며, 겨울 강수량은 C가 가장 많고 그 다음으로 A가 많다.",now()
391,202004,HIS,11,지도의 A~E에 대한 설명으로 옳은 것은?,1,A 하천의 하구에는 삼각주가 형성되어 있다,B 구간에서는 감입 곡류보다 자유 곡류가 우세하게 나타난다.,C 대간은 한강 유역과 낙동강 유역 간의 분수계를 이룬다,D 하천은 황해로 유입한다.,E 정맥은 영남 지방과 호남 지방 간의 경계를 이룬다.,3,"지도의 A는 한강, B는 한강의 상류 구간, C는 백두대간, D는 낙동강, 그 리고 E는 낙동정맥이다.",now()
392,202004,HIS,12,그래프의 (가)~(다) 지역을 지도의 A~C에서 고른 것은?,1,"A, B, C","A, C, B","B, A, C","B, C, A","C, A, B",2,"세 지역 중 아파트 호수가 가장 많은 (가)는 고양(A), 외국인 수가 가장 많 은 (나)는 안산(C), 중위 연령이 가장 높은 (다)는 양평(B)이다. ",now()
393,202004,HIS,13,"다음 자료의 A~C 지형에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A는 하루 종일 바닷물에 잠기는 곳이다. ㄴ. B는 최종 빙기에 해수면 하강으로 형성되었다. ㄷ. C는 바람의 퇴적 작용으로 형성된 모래 언덕이다. ㄹ. B, C는 파랑 에너지가 분산되는 해안에 잘 발달한다",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",5,"갯벌은 밀물 때에는 바닷물에 잠기고 썰물 때에는 물 위로 드러나는 지 형이다. 사빈은 하천 또는 주변 암석 해안으로부터 공급되어온 모래가 파랑이나 연안 류의 퇴적 작용으로 형성되며, 해안 사구는 주로 사빈의 모래가 바다로부터 불어오는 바람에 날려 퇴적된 모래 언덕이다. 그러므로 지도의 A는 갯벌, B는 사빈, C는 해안 사구이다. ",now()
394,202004,HIS,14,"다음 자료에 대한 옳은 설명을 <보기>에서 고른 것은? ㄱ. A의 여객 수송 분담률은 남한이 북한보다 높다. ㄴ. B, D는 C, E보다 기상 악화에 따른 운행 제약이 크다. ㄷ. 북한의 화물 수송 분담률은 (나)를 이용하는 교통수단보다 (가)를 이용하는 교통수단이 높다. ㄹ.(가)는 A, (나)는 B, (다)는 C가 이용하는 교통로이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",1,"남한의 화물 수송 분담률은 도로 > 해운 > 철도 > 항공 순이며, 여객 수 송 분담률은 도로 > 지하철 > 철도 > 항공 > 해운 순이다. 그러므로 왼쪽 그래프의 A는 도로, B는 해운 C는 철도, D는 항공, E는 지하철이다. 남한과 북한 모두 육상 교통인 도로, 지하철, 철도 중 교통로의 길이는 도로 > 철도 > 지하철 순으로 길다. 그러므로 오른쪽 그래프의 (가)는 도로, (나)는 철도, (다)는 지하철이 이용하는 교통로 이다.",now()
395,202004,HIS,15,다음은 도시 단원에 대한 한국 지리 수업 장면이다. 발표 내용이 옳지 않은 학생을 고른 것은? ,1,갑,을,병,정,무,2,"도시 내 기능 지역 분화는 도시 내부가 기능에 따라 여러 지역으로 나뉘 는 현상이다. 기능별 접근성, 지대의 차이에 따라 도시 내 기능 지역 분화가 일어난 다. 도시의 중심부에 위치해 있는 도심은 접근성, 지대 및 지가가 최고이기 때문에 중심 업무 기능이 입지해 있다.",now()
396,202004,HIS,16,"지도의 A~C 지점에서 이루어질 수 있는 행위로 적절하지 않은≥ 것은? (단, 모든 행위는 국가 간 사전 허가가 없었음을 전제로 함.)",1,A: 우리나라 자원 탐사서니 탐사 활동을 함,B: 외국 화물선이 항해함.,C: 우리나라 해군 함정이 항해함.,"A, C: 우리나라 어선이 고기잡이를 함.","B, C: 외국이 인공 섬을 설치함.",5,"지도의 A는 우리나라의 배타적 경제 수역, C는 우리나라의 영해에 위치 해 있다. 대한해협 중 부산과 쓰시마 섬 사이의 좁은 해역에서는 우리나라와 일본이 각각 영해의 범위를 3해리로 설정하고 있는데, B는 우리나라 영해와 일본 영해 밖에 위치해 있다.",now()
397,202004,HIS,17,지도의 A~E 지역 특성을 활용한 탐구 주제로 가장 적절한 것은?,1,A: 천연기념물로 지정된 석회 동굴을 활용한 지역 홍보 방안,B: 석탄 산업 쇠퇴 후 폐광의 관광 자원화 현황,C: 조력 발전소 건설 이후 해양 생태계의 변화,D: 국토 정중앙 테마 공원 조성을 통한 관광객 유치 방안,E: 기업 도시 조성 현황과 첨단 의료 복합 도시로의 성장 방안,5,"지도의 A는 춘천, B는 인제, C는 강릉, D는 태백, E는 원주이다.",now()
398,202004,HIS,18,지도의 A~C에 대한 설명으로 옳은 것은?,1,A에서는 하천의 작용으로 형성된 둥근 자갈이 발견된다,B는 지반 융기로 형성된 고위 평탄면이다.,C의 기반암은 중생대에 마그마의 관입으로 형성되었다.,A는 B보다 강의 범람에 의한 침수 가능성이 높다.,"B, C는 배수가 불량하다.",1,"지도의 A는 하안 단구, B는 하천 운반 물질이 퇴적되어 있는 습지, C는 돌리네이다. 하안 단구는 지반의 융기 또는 해수면 변동과 하천 침식을 받아 형성된 계단 모양의 지형이다. 돌리네는 석회암이 빗물이나 지하수에 녹아 형성된 움푹 파인 구덩이이다.",now()
399,202004,HIS,19,다음글의(가)~(다)지역에대한설명으로옳은것은? ,1,(가)에는 유동성이 큰 용암이 하곡을 메워 형성된 지형이 발달해 있다. ,(다)에는 칼데라 호가 형성되어 있다.,(나)는 (다)보다 용암 동굴이 잘 발달해 있다.,"(가), (나)에는 기반암의 용식으로 인한 지형이 잘 발달해 있다. ","(가), (나), (다)에서는 주로 논농사가 이루어진다. ",1,"(가)는 강원도에 있으며 벌레 먹은 듯한 검은 돌인 현무암이 분포해 있으 므로 철원 일대, (나)는 함경도 동남쪽의 동해에 있으며 섬에 큰 산이 솟아 있으므로 울릉도이다. 울릉도는 옛날에 우산국이라 불리기도 했다. (다)는 산 위에 큰 연못이 있으며, 이 산에는 말을 기르기 위한 목장이 있으므로 제주도이다. 산 위의 큰 연못 은 화구호인 백록담이며, 제주도는 옛날에 탐라국이라 불리기도 했다.",now()
400,202004,HIS,20,"그래프는 지도에 표시된 네 지역의 기후 자료이다. 이에 대한 설명으로 옳은 것은? (단, (가)~(라), A~D는 지도에 표시된 지역 중 하나임.) ",1,"(다)는 B, (라)는 A이다.",(가)는 (라)보다 연 적설량이 많다.,(다)는 (나)보다 여름 강수 집중률이 높다. ,A는 D보다 최한월 평균 기온이 낮다.,D는 C보다 최난월 평균 기온이 높다. ,5,"오른쪽 그 래프에서 연 강수량은 A > B > C > D 순이다. 그리고 여름 강수량은 B가 가장 많으 며, 겨울 강수량은 C가 가장 많고 그 다음으로 A가 많다.",now()
401,202001,ECO,1,국민 경제의 순환에 대한 설명으로 옳은 것은? ,1,A는 ‘실물’이다.,서비스는 ᄀ에 해당한다.,ᄂ은 소비 활동의 원천이 된다. ,법인세는 ᄃ에 해당한다.,수출은 ᄅ에 해당한다. ,3,ᄂ은 가계가 생산 요소 제공의 대가로 얻는 소득이다. 가계 소득은 소비 나 저축으로 처분된다. ,now()
402,202001,ECO,2,"표는A기업~C기업만존재하는2018년갑국의모든생산활동을 나타낸다. 이에 대한 옳은 분석만을 <보기>에서 고른 것은? (단, 2018년에 생산된 재화는 그 해에 모두 판매되었으며, 다른 나라와의 거래는 없었다.) 
ᄀ. 최종재로 소비된 재화는 Z재뿐이다. ᄂ. 창출된 부가 가치의 규모는 B기업이 가장 크다. ᄃ. 명목GDP는 180만 달러이다. ᄅ. 명목GDP 대비 임금의 비율은 50%이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",5,"ᄃ. 최종 생산물은 X재 10만 달러, Y재 70만 달러, Z재 100만 달러이 다. 따라서 명목 GDP는 이를 모두 합친 180만 달러이다. ᄅ. 전체 임금이 90만 달러 이므로 명목 GDP 대비 임금의 비율은 50%이다. ",now()
403,202001,ECO,3,"표는 가격 변화에 따른 A재~C재 시장의 변화를 나타낸다. 이에 대한 분석으로 옳은 것은? (단, 가격 변화는 공급 변동에 의한 것이며, A재~C재는 서로 연관재가 아니다.) ",1,ᄀ이 ‘수요량’이면 A재 수요는 가격에 대해 완전 탄력적이다. ,ᄀ이 ‘수요량’이면 B재 수요는 가격에 대해 비탄력적이다.,ᄀ이 ‘판매 수입’이면 B재 수요는 가격에 대해 탄력적이다.,ᄀ이 ‘판매 수입’이면 C재 수요는 가격에 대해 단위 탄력적이다. ,ᄀ이 ‘판매 수입’이면 A재가 B재보다 수요의 가격 탄력성이 크다. ,3,3 가격이 오를 때 판매 수입이 감소한다면 이 재화의 수요는 가격에 대해 탄력적이다. ,now()
404,202001,ECO,4,"갑, 을의 주장에 대한 옳은 설명만을 <보기>에서 고른 것은?  ᄀ. 갑은 ‘기업의 이윤 증대가 곧 사회적 부의 증대이다.’라는 견해에 동의할 것이다. 
ᄂ. 을은 ‘기업이 취약 계층에 대해 일자리나 사회 서비스를 제공해야 한다.’라는 견해에 동의할 것이다. 
ᄃ. 갑은 을보다 기업 이윤의 사회 환원을 강조할 것이다. ᄅ. 을은 갑보다 기업의 사회적 책임의 범위를 좁게 본다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,"기업의 사회적 책임의 범위에 대해 갑은 좁게 보고 있으며, 을은 보다 넓게 보고 있다. ᄀ. 갑의 견해는 기업의 사회적 책임에 대한 전통적인 관점으로 기 업 이윤이 증가해야 사회적 부도 증가한다고 본다. ᄂ. 취약 계층에 대해 일자리나 사회 서비스를 제공하는 것은 사회적 기업이 추구하는 사회적 목적이다. 이것은 보다 광범위한 기업의 사회적 책임을 강조하는 을의 견해와 일맥 상통한다. ",now()
405,202001,ECO,5,수행 평가 보고서의 일부이다. ᄀ~ᄆ에 들어갈 수 있는 내용으로 옳은 것은? ,1,ᄀ:처분가능소득감소 ,ᄂ:정부지출축소 ,ᄃ:지급준비율인상 ,ᄅ:시중통화량증가 ,ᄆ:실업률상승 ,4,경기 침체 시에는 확대 재정 정책이나 확대 금융 정책을 실시하여 경 기를 부양하게 된다. 4 경기 침체 시 중앙은행이 국공채를 매입하면 시중의 통화량 이 증가한다. ,now()
406,202001,ECO,6,"갑국의 연도별 고용 지표 관련 인구 비율에서 2017년에서 2018년으로의 변화에 대한 옳은 분석을 고른 것은? (단, 15세 이상 인구는 변화가 없다.)  ᄀ. 실업률은 상승하였다. ᄂ. 고용률은 하락하였다. ᄃ. 경제 활동 참가율은 상승하였다. ᄅ. 실업자 수 증가율이 비경제 활동 인구 감소율보다 작다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",2,ᄀ. 취업자 수의 변화는 없으나 실업자 수가 증가했으므로 실업률은 상 승하였다. ᄃ. 경제 활동 참가율은 75%에서 80%로 상승하였다. ,now()
407,202001,ECO,7,밑줄친ᄀ과이로인해나타날변화에대한설명으로옳은 것은? ,1,ᄀ은 공급자 보호를 목적으로 한다.,X재의 판매 수입은 변화가 없다. ,"X재를구입하지못하는사람중에P1 이상을지불할용의가 있는 사람은 없다.
",수요 곡선이 좌측으로 이동하여 P1의 가격에서 수요량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다. ,공급 곡선이 좌측으로 이동하여 P1의 가격에서 공급량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다.,5,최고 가격을 P1으로 규제한 결과 Q0Q2의 초과 수요가 발생했으므로 공 급 곡선은 수직선임을 알 수 있다. 5 공급 곡선이 좌측으로 이동하면 균형 가격은 이전보다 상승하게 된다. 최고 가격이 균형 가격보다 낮으므로 시장에서 거래되는 가격은 최고 가격인 P1으로 변함이 없다. ,now()
408,202001,ECO,8,표는갑이보유한금융상품의연도별비중을나타낸다.이에대한 옳은 설명만을 <보기>에서 고른 것은?,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,ᄀ. 이자 수익을 기대할 수 있는 금융 상품은 예금과 국채이다. 이들 상품의 비중은 2017년이 2018년보다 10%p 높다. ᄂ. 배당 수익을 기대할 수 있는 금융 상품은 주식이다. 주식의 비중은 2017년보다 2018년이 10%p 높다. ,now()
409,202001,ECO,9,자료에 대한 옳은 분석 및 추론만을 <보기>에서 고른 것은? ,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",4,2016~2017년에는 달러 유출로 인해 갑국 외환 시장에서 달러화 수요 가 증가하여 갑국 화폐/달러 환율은 상승하였고 2018년에는 반대로 하락하였다. 을 국의 경우에는 환율 변동이 갑국과 반대 방향으로 나타난다. ,now()
410,202001,ECO,10,자료에대한분석및추론으로옳은것은? ,1,X재의 설치량은 3개가 될 것이다.,X재가설치됨에따라세사람중을이가장큰편익을얻는다. ,"X재 설치 비용을 세 사람에게 1/3씩 부담하게 한다면, 갑이 얻을 순편익은 음(-)의 값을 가진다.","갑이 비용 부담을 거부하여 X재 설치 비용을 을과 병에게만 1/2씩 부담하게 한다면, X재로 인한 총편익은 76만 원이다.","X재 설치 비용이 1개당 18만 원이라면, 15만 원일 때보다 X재 총설치비용은6만원적을것이다. ",4,"두 시기의 시장 균형 가격을 같게 만든다고 했으므로 정부의 X재 수매 량은 30개이다. 4 정책 실시 이전에는 전반기 소비자 잉여는 3,200달러, 후반기 소비자 잉여는 200달러로 합이 3,400달러였다. 정책 실시 이후 소비자 잉여는 전후 반기 모두 1,250달러로 합이 2,500달러이다. ",now()
411,202001,ECO,11,국민 경제의 순환에 대한 설명으로 옳은 것은? ,1,A는 ‘실물’이다.,서비스는 ᄀ에 해당한다.,ᄂ은 소비 활동의 원천이 된다. ,법인세는 ᄃ에 해당한다.,수출은 ᄅ에 해당한다. ,3,ᄂ은 가계가 생산 요소 제공의 대가로 얻는 소득이다. 가계 소득은 소비 나 저축으로 처분된다. ,now()
